filename	system	Rules-Unknown-words	Rules-Rhyming	Rules-Metre	syllable_count_entropy	rhyming_consistency	ChatGPT-Semantics	ChatGPT-Syntax	ChatGPT-Rhyming	GPT-Language	ChatGPT-Metre	Human-Syntax	Human-Semantics	Human-Rhyming	Human-Metre	Human-Unk-Words	Human-Overall-Imp
poems/poem_20.txt	chatgpt	0.0	0.75	0.4713216559489676	1.4056390622295665	0.5	0.7	0.8	0.7	0.8	0.7	10	8	9	10	10	8
poems/poem_21.txt	tm16_7500	0.018691588785046728	0.9375	0.852697565578937	0.0	0.5	0.8	0.7	0.6	0.8	0.7	9	7	9	7	8	7
poems/poem_22.txt	chatgpt	0.0	0.25	0.6588084780094147	1.561278124459133	1.0	0.9	0.9	0.9	0.9	0.9	10	10	9	9	10	9
poems/poem_23.txt	tm16_40000	0.07142857142857142	1.0	0.5430666323440806	0.0	1.0	0.7	0.8	0.7	0.8	0.7	8	6	10	6	7	7
poems/poem_24.txt	chatgpt	0.02040816326530612	0.75	0.5166432271669298	1.2987949406953985	0.5	0.8	0.9	0.8	0.8	0.7	10	9	8	7	8	8
poems/poem_25.txt	chatgpt	0.0	1.0	0.6573739112233199	1.4591479170272446	1.0	0.8	0.8	0.8	0.8	0.8	10	9	10	9	10	9
poems/poem_26.txt	tm4	0.05128205128205128	0.5	0.8051931766234685	1.4056390622295665	0.5	0.6	0.6	0.6	0.7	0.6	9	5	10	6	8	6
poems/poem_27.txt	chatgpt	0.0	0.6666666666666666	0.6314639270324806	0.8112781244591328	0.6666666666666666	0.8	0.9	0.8	0.9	0.8	10	10	9	8	9	10
poems/poem_28.txt	ccv	0.0	1.0	0.7486218686541015	0.9798687566511528	1.0	0.7	0.8	0.7	0.8	0.7	10	10	8	8	10	10
poems/poem_29.txt	tm4	0.02702702702702703	0.8333333333333334	0.5434914688131424	0.6500224216483541	0.5	0.6	0.8	0.7	0.7	0.7	8	6	8	7	7	7
poems/poem_30.txt	ccv	0.06097560975609756	1.0	0.5248982387054723	0.0	1.0	0.7	0.8	0.8	0.8	0.8	10	9	9	7	9	9
poems/poem_31.txt	tm16_7500	0.041237113402061855	0.875	0.75480359521285	1.7743974703476992	0.5	0.7	0.7	0.7	0.7	0.7	8	8	8	9	8	8
poems/poem_32.txt	tm16_40000	0.02702702702702703	1.0	0.7625014768999889	1.0	1.0	0.7	0.8	0.7	0.8	0.7	6	9	9	8	8	7
poems/poem_33.txt	tm16_40000	0.11666666666666667	0.7	0.7092260570052342	0.9709505944546686	0.5	0.4	0.6	0.6	0.6	0.6	5	8	8	7	6	5
poems/poem_34.txt	tm16_7500	0.04864864864864865	1.0	0.8141529612584814	1.697339735501244	0.5	0.7	0.6	0.6	0.7	0.7	6	7	5	6	5	6
poems/poem_35.txt	tm16_40000	0.06282722513089005	1.0	0.5593252668349031	0.222284830685688	0.5	0.6	0.7	0.4	0.7	0.6	5	8	10	5	5	6
poems/poem_36.txt	tm16_7500	0.0196078431372549	0.75	0.7541813342842708	1.0	0.5	0.7	0.7	0.7	0.7	0.7	6	8	8	8	9	7
poems/poem_37.txt	tm4	0.06451612903225806	1.0	0.6521421629554962	1.4056390622295665	1.0	0.7	0.6	0.6	0.6	0.5	7	8	8	8	8	7
poems/poem_38.txt	tm16_40000	0.04065040650406504	0.8	0.6495286417611782	0.8841837197791889	0.5	0.7	0.7	0.5	0.8	0.6	6	7	6	7	8	6
poems/poem_39.txt	tm16_40000	0.046511627906976744	1.0	0.6573361868222947	1.0	1.0	0.8	0.7	0.7	0.8	0.8	8	9	10	8	9	8
poems/poem_40.txt	ccv	0.02040816326530612	1.0	0.767276599604228	0.0	1.0	0.8	0.8	0.7	0.8	0.8	9	10	10	10	9	9
poems/poem_41.txt	ccv	0.041666666666666664	1.0	0.7770411211519297	0.0	0.5	0.8	0.8	0.8	0.9	0.8	8	8	9	9	10	8
poems/poem_42.txt	tm16_40000	0.08108108108108109	0.75	0.7247967161483797	0.954434002924965	0.5	0.6	0.6	0.6	0.6	0.6	8	8	9	6	10	8
poems/poem_43.txt	tm4	0.018518518518518517	1.0	0.6562902065969012	1.0	1.0	0.7	0.7	0.6	0.7	0.7	6	9	8	7	9	7
poems/poem_44.txt	chatgpt	0.012658227848101266	0.8333333333333334	0.497357659611249	1.6140054628542204	0.6666666666666666	0.8	0.9	0.8	0.9	0.8	9	10	9	8	9	9
poems/poem_45.txt	ccv	0.017241379310344827	0.5	0.7437721715405914	0.0	1.0	0.8	0.8	0.7	0.8	0.8	10	10	9	8	10	10
poems/poem_46.txt	tm4	0.05	0.75	0.8134368957835326	0.5435644431995964	0.5	0.6	0.4	0.5	0.4	0.6	8	9	8	6	6	7
poems/poem_47.txt	tm16_7500	0.02	1.0	0.7329369700924627	1.2987949406953985	1.0	0.6	0.7	0.6	0.7	0.7	8	7	10	6	8	8
poems/poem_48.txt	ccv	0.013888888888888888	0.6666666666666666	0.8192657612204002	0.9709505944546686	0.6666666666666666	0.7	0.6	0.7	0.6	0.6	9	10	10	7	10	9
poems/poem_49.txt	tm16_40000	0.018518518518518517	1.0	0.857620728815982	0.0	1.0	0.7	0.7	0.7	0.7	0.7	8	8	9	9	7	7
poems/poem_50.txt	chatgpt	0.015625	0.5	0.6771347909377431	0.8112781244591328	0.3333333333333333	0.8	0.9	0.8	0.8	0.8	10	10	8	8	9	9
poems/poem_51.txt	tm16_7500	0.03508771929824561	1.0	0.8399136545790437	0.0	1.0	0.8	0.8	0.7	0.8	0.8	8	7	10	6	9	8
poems/poem_52.txt	tm4	0.05714285714285714	1.0	0.7873755652457692	0.954434002924965	1.0	0.6	0.7	0.6	0.7	0.6	7	5	8	7	6	5
poems/poem_53.txt	tm4	0.08928571428571429	1.0	0.8252157385897132	0.5435644431995964	1.0	0.6	0.7	0.7	0.7	0.6	5	3	8	5	8	3
poems/poem_54.txt	tm16_40000	0.05172413793103448	0.75	0.5757798607861543	1.4056390622295665	0.5	0.7	0.5	0.6	0.6	0.6	4	6	7	6	7	5
poems/poem_55.txt	ccv	0.014285714285714285	0.8	0.8250073877909875	0.0	0.5	0.8	0.8	0.8	0.8	0.7	10	9	10	7	10	9
poems/poem_56.txt	ccv	0.0	1.0	0.8702354405405699	0.0	1.0	0.8	0.8	0.8	0.8	0.8	10	10	6	9	10	8
poems/poem_57.txt	ccv	0.0	1.0	0.7363177444538007	1.0	1.0	0.8	0.9	0.8	0.8	0.8	10	10	10	7	10	10
poems/poem_58.txt	chatgpt	0.0	0.625	0.72164087342193	1.0	0.5	0.8	0.9	0.8	0.8	0.8	9	10	7	7	10	8
poems/poem_59.txt	tm4	0.044444444444444446	1.0	0.8588599258886048	1.0	1.0	0.8	0.8	0.8	0.8	0.8	9	8	10	8	8	7
poems/poem_60.txt	tm4	0.11764705882352941	1.0	0.636502646237075	1.2987949406953985	1.0	0.8	0.8	0.7	0.8	0.7	7	9	7	8	6	7
poems/poem_61.txt	ccv	0.0	0.9090909090909091	0.71675477907776	1.3485878960124222	1.0	0.8	0.8	0.8	0.8	0.8	9	10	9	7	10	9
poems/poem_62.txt	tm16_7500	0.01639344262295082	1.0	0.8351680349300579	1.0	1.0	0.8	0.8	0.8	0.8	0.8	6	7	9	8	9	7
poems/poem_63.txt	tm16_7500	0.008928571428571428	1.0	0.7569142904635219	1.0	0.5	0.7	0.7	0.7	0.6	0.7	6	7	8	7	9	7
poems/poem_64.txt	tm4	0.022727272727272728	1.0	0.7636021923185436	1.0	1.0	0.7	0.6	0.6	0.7	0.4	8	7	9	8	8	7
poems/poem_65.txt	ccv	0.024193548387096774	1.0	0.8229366830109743	0.7219280948873623	1.0	0.8	0.8	0.8	0.8	0.8	9	10	10	6	9	9
poems/poem_66.txt	chatgpt	0.0	0.5	0.7920153173268425	0.954434002924965	1.0	0.8	0.9	0.8	0.9	0.8	9	10	3	8	10	9
poems/poem_67.txt	ccv	0.0	1.0	0.7985027020641189	2.188721875540867	1.0	0.6	0.7	0.7	0.7	0.6	10	9	10	6	8	9
poems/poem_68.txt	tm16_40000	0.037037037037037035	0.75	0.7601287179188149	1.2987949406953985	0.5	0.8	0.8	0.7	0.8	0.8	7	8	8	7	10	7
poems/poem_69.txt	tm16_40000	0.07547169811320754	0.75	0.7090743664961134	1.4056390622295665	0.5	0.6	0.6	0.4	0.5	0.6	7	5	7	7	6	5
poems/poem_70.txt	tm16_7500	0.01282051282051282	0.875	0.7015818852729854	0.8112781244591328	0.5	0.7	0.8	0.7	0.8	0.7	7	6	6	6	10	6
poems/poem_71.txt	chatgpt	0.0	0.0	0.5459767306831933	1.4056390622295665	1.0	0.8	0.9	0.7	0.9	0.8	9	10	8	8	10	9
poems/poem_72.txt	tm16_40000	0.08333333333333333	0.9285714285714286	0.7242692232604354	0.9852281360342515	0.5	0.7	0.7	0.7	0.7	0.6	6	4	8	5	8	5
poems/poem_73.txt	tm16_7500	0.010101010101010102	0.75	0.7076165474100916	0.0	0.5	0.7	0.8	0.8	0.8	0.8	6	4	8	8	8	5
poems/poem_74.txt	chatgpt	0.0	1.0	0.8272528518063876	0.41381685030363374	1.0	0.9	0.9	0.8	0.9	0.8	10	9	10	9	10	9
poems/poem_75.txt	ccv	0.011764705882352941	0.9285714285714286	0.8482600822553784	0.9852281360342515	0.25	0.8	0.9	0.8	0.9	0.8	10	9	10	6	9	9
poems/poem_76.txt	chatgpt	0.0	0.5	0.830574239797887	1.0	1.0	0.8	0.9	0.8	0.9	0.8	9	10	6	8	10	8
poems/poem_77.txt	chatgpt	0.0	0.25	0.7572638029822236	1.0	0.5	0.8	0.9	0.8	0.9	0.8	10	10	3	7	10	8
poems/poem_78.txt	tm16_40000	0.0	0.9166666666666666	0.46818229700339803	1.6140054628542204	0.5	0.7	0.8	0.6	0.8	0.7	4	3	9	7	9	3
poems/poem_79.txt	tm4	0.06779661016949153	0.78125	0.6351503097599877	2.399988766373815	0.5	0.6	0.7	0.7	0.7	0.4	5	3	8	5	4	3
poems/poem_80.txt	tm16_7500	0.03773584905660377	1.0	0.7754803349383107	1.0	1.0	0.6	0.8	0.7	0.7	0.7	4	4	10	7	7	5
poems/poem_81.txt	ccv	0.0	1.0	0.7406204592140119	1.3250112108241772	1.0	0.8	0.8	0.8	0.8	0.7	9	9	10	8	10	9
poems/poem_82.txt	tm4	0.046511627906976744	1.0	0.8091626781715635	0.9182958340544896	1.0	0.7	0.7	0.7	0.7	0.7	7	6	10	7	9	6
poems/poem_83.txt	tm4	0.03225806451612903	1.0	0.7188655764252928	0.9182958340544896	0.5	0.7	0.7	0.7	0.7	0.6	8	5	9	8	8	5
poems/poem_84.txt	tm4	0.014084507042253521	1.0	0.43700249726943874	0.8112781244591328	1.0	0.7	0.7	0.6	0.7	0.5	4	4	8	6	10	4
poems/poem_85.txt	chatgpt	0.0	0.5	0.7110852116237636	1.061278124459133	1.0	0.8	0.9	0.8	0.8	0.8	8	8	8	6	10	7
poems/poem_86.txt	tm4	0.08333333333333333	1.0	0.7938491376331835	0.954434002924965	1.0	0.6	0.6	0.4	0.6	0.6	4	2	8	7	4	2
poems/poem_87.txt	tm16_40000	0.0	1.0	0.7736579445730826	0.0	1.0	0.8	0.9	0.8	0.8	0.8	5	7	10	7	10	6
poems/poem_88.txt	tm16_40000	0.04838709677419355	1.0	0.7940647966665423	1.4056390622295665	1.0	0.6	0.6	0.4	0.5	0.4	4	4	9	6	7	4
poems/poem_89.txt	ccv	0.017857142857142856	1.0	0.6808621887039237	0.0	0.5	0.8	0.8	0.7	0.8	0.8	10	9	10	6	10	9
poems/poem_90.txt	tm16_40000	0.09216589861751152	0.625	0.6340396071810811	0.6583514224564075	0.5	0.3	0.4	0.3	0.3	0.4	6	6	6	5	5	5
poems/poem_91.txt	chatgpt	0.0	0.25	0.572370773332346	1.5	0.5	0.8	0.8	0.8	0.8	0.8	9	10	8	7	10	8
poems/poem_92.txt	tm16_40000	0.02127659574468085	0.75	0.7531433476539315	1.4056390622295665	0.5	0.6	0.6	0.4	0.6	0.5	8	5	7	5	8	5
poems/poem_93.txt	chatgpt	0.0	0.75	0.7353805824429958	1.4056390622295665	0.5	0.8	0.9	0.8	0.9	0.8	9	8	10	9	9	8
poems/poem_94.txt	ccv	0.0	1.0	0.7751504192053974	1.0	1.0	0.7	0.8	0.8	0.8	0.8	10	10	10	8	10	9
poems/poem_95.txt	tm16_7500	0.03305785123966942	0.9	0.8073724289645463	1.7219280948873623	0.5	0.7	0.8	0.7	0.7	0.7	8	7	9	6	8	7
poems/poem_96.txt	tm16_7500	0.03773584905660377	1.0	0.7395378148612561	0.0	1.0	0.8	0.8	0.8	0.8	0.8	8	6	8	8	9	7
poems/poem_97.txt	tm16_7500	0.0	1.0	0.8304393166796984	0.954434002924965	1.0	0.8	0.8	0.8	0.8	0.8	9	8	9	6	10	8
poems/poem_98.txt	tm16_40000	0.044444444444444446	1.0	0.7828760389984826	0.0	1.0	0.7	0.8	0.7	0.8	0.8	7	8	7	6	8	8
poems/poem_99.txt	chatgpt	0.0	0.8333333333333334	0.837765313089674	1.3250112108241772	0.6666666666666666	0.9	0.9	0.9	0.9	0.9	10	10	10	8	10	9
poems/poem_100.txt	tm16_7500	0.00909090909090909	0.875	0.7537455355489117	0.9886994082884974	0.5	0.7	0.8	0.7	0.8	0.6	6	6	9	6	8	5
